estacao=Natal (automatica) (9000553);;;;;;;;;;;;;;;;;;;;;;;
municipio=Natal (2408102);;;;;;;;;;;;;;;;;;;;;;;
latitude=-5,8333;;;;;;;;;;;;;;;;;;;;;;;
longitude=-35,2;;;;;;;;;;;;;;;;;;;;;;;
altitude=39,0m ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
* variaveis calculadas pelo sistema ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
20/12/2006;24,4;não;27,95;não;31,5;não;0,2;não;15;35;61;não;86;não;3,6;;;21,6;23,5;1005,7;1009,3;1,65;41,78
19/12/2006;25,2;não;27,85;não;30,5;não;0;não;14;34;60;não;82;não;2,92;;;20,6;22,9;1005,1;1008,3;1,28;43,23
18/12/2006;26,5;não;28,8;não;31,1;não;0;não;13;33;60;não;80;não;3;;;21,5;23,1;1005,8;1008,9;1,35;44,51
17/12/2006;25;sim;28;sim;31;sim;0;não;12;32;;não;;não;0,24;;;;;;;0,11;45,86
16/12/2006;25,9;não;28,15;não;30,4;não;0;não;11;31;62;não;79;não;2,75;;;19,8;23;1005,1;1008,4;1,29;45,97
15/12/2006;23,9;não;27;não;30,1;não;0,6;não;10;30;60;não;87;não;2,93;;;19,9;23,6;1004,1;1007,8;1,71;47,26
14/12/2006;26;sim;29;sim;32;sim;0;não;9;29;;não;;não;0,21;;;;;;;0,1;48,37
13/12/2006;26,2;não;28,35;não;30,5;não;0;não;8;28;62;não;79;não;2,75;;;21,6;23,4;1005,1;1008;1,35;48,47
12/12/2006;26,1;não;28,25;não;30,4;não;0;não;7;27;63;não;80;não;2,72;;;21,4;23;1005,3;1008,8;1,38;49,82
11/12/2006;25,6;não;28;não;30,4;não;0;não;6;26;61;não;80;não;2,8;;;21,6;23,1;1005;1008,6;1,45;51,2
10/12/2006;25,6;não;27,85;não;30,1;não;0;não;5;25;61;não;80;não;2,66;;;21,2;23,1;1005;1008;1,42;52,65
09/12/2006;26;não;28,25;não;30,5;não;0;não;4;24;62;não;81;não;2,78;;;21,5;23,1;1004;1007,5;1,52;54,07
08/12/2006;26;não;28,15;não;30,3;não;0;não;3;23;64;não;82;não;2,69;;;21,9;23,3;1003,6;1007,2;1,52;55,59
07/12/2006;24,9;não;27,5;não;30,1;não;0,6;não;2;22;63;não;85;não;2,77;;;20,7;23,6;1003,7;1008,1;1,85;57,11
06/12/2006;25;não;27,5;não;30;não;0;não;1;21;58;não;84;não;2,7;;;20,1;22,7;1004,8;1008,9;1,6;58,36
05/12/2006;24,7;não;27,45;não;30,2;não;2;não;0;20;62;não;86;não;2,85;;;20,7;23;1005;1008,8;2,51;59,96
04/12/2006;24;sim;27,5;sim;31;sim;0;não;17;19;;não;;não;0,19;;;;;;;0,12;60,47
03/12/2006;26;não;27,7;não;29,4;não;0;não;16;18;61;não;79;não;2,29;;;20;22,8;1003,9;1007,4;1,4;60,59
02/12/2006;25,9;não;27,8;não;29,7;não;0;não;15;17;61;não;80;não;2,43;;;20,6;23;1003,3;1006,9;1,52;61,99
01/12/2006;25,3;não;27,45;não;29,6;não;0;não;14;16;61;não;77;não;2,47;;;19,9;22,1;1003,8;1007,5;1,59;63,51
30/11/2006;25,6;não;27,9;não;30,2;não;0;não;13;15;57;não;77;não;2,7;;;19,7;21,7;1004,7;1008;1,78;65,1
29/11/2006;25,8;não;28,1;não;30,4;não;0,2;não;12;14;57;não;79;não;2,76;;;20,4;22,3;1003,5;1006,7;1,94;66,88
28/11/2006;26;não;27,95;não;29,9;não;0;não;11;13;60;não;74;não;2,5;;;19,9;22,3;1003,4;1006,5;1,74;68,62
27/11/2006;25,6;não;27,85;não;30,1;não;0;não;10;12;54;não;75;não;2,65;;;19,2;21,8;1003,7;1007,3;1,89;70,36
26/11/2006;25,6;não;27,7;não;29,8;não;0;não;9;11;53;não;73;não;2,52;;;18,4;21,1;1005,2;1008,3;1,84;72,25
25/11/2006;25,8;não;28,05;não;30,3;não;0;não;8;10;55;não;76;não;2,71;;;19,2;21,7;1005,3;1008,3;2,03;74,09
24/11/2006;24,5;não;27,25;não;30;não;0,8;não;7;9;58;não;83;não;2,78;;;19,6;22,3;1005,3;1007,9;2,33;76,12
23/11/2006;25,8;não;27,8;não;29,8;não;0;não;6;8;60;não;81;não;2,48;;;20,3;22,7;1004,8;1007,6;1,95;77,65
22/11/2006;25,7;não;28,1;não;30,5;não;0;não;5;7;60;não;79;não;2,82;;;20,9;22,7;1005;1008,4;2,27;79,6
21/11/2006;25,6;não;27,85;não;30,1;não;0;não;4;6;60;não;78;não;2,65;;;20,6;22,3;1006,2;1009,6;2,2;81,87
20/11/2006;25,4;não;27,75;não;30,1;não;0,2;não;3;5;62;não;81;não;2,68;;;20,7;22,8;1006,2;1009,5;2,31;84,07
19/11/2006;25,6;não;28,15;não;30,7;não;0;não;2;4;59;não;78;não;2,93;;;20,5;22,2;1004,9;1008,7;2,57;86,18
18/11/2006;25,2;não;27,45;não;29,7;não;0,2;não;1;3;60;não;82;não;2,52;;;20,4;23,3;1004,4;1007,8;2,28;88,75
17/11/2006;23,3;não;26,8;não;30,3;não;1,8;não;0;2;60;não;88;não;3,12;;;20,2;22,3;1004,7;1007,8;3,01;90,83
16/11/2006;25;não;27,35;não;29,7;não;0;não;1;1;64;não;83;não;2,55;;;19,5;23,6;1004,2;1008,2;2,37;92,04
15/11/2006;22,5;não;24,75;não;27;não;66,4;não;0;0;72;não;93;não;1,81;;;21;23,2;1003,9;1008,6;1,81;94,41
14/11/2006;24,4;não;27,45;não;30,5;não;0;não;12;128;55;não;82;não;3,03;;;18,9;21,5;1004,4;1008;0,91;29,82
13/11/2006;26;não;28,15;não;30,3;não;0;não;11;127;59;não;77;não;2,67;;;20,6;22,3;1004,7;1008,8;0,84;30,73
12/11/2006;25,4;não;28,05;não;30,7;não;0;não;10;126;60;não;81;não;2,96;;;21,2;22,9;1006,3;1009,4;0,94;31,57
11/11/2006;24,7;não;27,65;não;30,6;não;0;não;9;125;55;não;80;não;3,03;;;19,6;21,9;1005;1008;1;32,51
10/11/2006;25,4;não;28;não;30,6;não;0;não;8;124;59;não;77;não;2,91;;;20,4;21,9;1003,8;1007,2;0,99;33,51
09/11/2006;25,3;não;27,85;não;30,4;não;0;não;7;123;60;não;78;não;2,83;;;20,6;22,4;1003,4;1006,6;0,99;34,5
08/11/2006;25,2;não;28,1;não;31;não;0,2;não;6;122;58;não;85;não;3,14;;;20,5;22,8;1002,4;1005,9;1,26;35,49
07/11/2006;25;sim;28,5;sim;32;sim;0;não;5;121;;não;;não;0,05;;;;;;;0,02;36,55
06/11/2006;25,4;não;27,75;não;30,1;não;0;não;4;120;60;não;76;não;2,66;;;20,2;22;1003,5;1007,2;0,99;36,57
05/11/2006;25,3;não;27,6;não;29,9;não;0;não;3;119;60;não;76;não;2,59;;;19,9;22,1;1002,8;1006,4;0,98;37,56
04/11/2006;25,5;não;27,65;não;29,8;não;0;não;2;118;53;não;73;não;2,51;;;18,2;20,8;1003,4;1006,5;0,98;38,54
03/11/2006;25,4;não;27,85;não;30,3;não;0;não;1;117;56;não;79;não;2,76;;;19,6;22;1003,4;1007,8;1,11;39,52
02/11/2006;24,3;não;26,65;não;29;não;3,4;não;0;116;65;não;89;não;2,34;;;20,9;23,7;1004,4;1007,6;2,34;40,63
01/11/2006;25,3;não;27,85;não;30,4;não;0;não;7;115;54;não;75;não;2,82;;;19,6;21,9;1005;1008;1,13;39,57
31/10/2006;25,6;não;27,75;não;29,9;não;0;não;6;114;57;não;76;não;2,54;;;19,6;22;1003,8;1007,3;1,04;40,7
30/10/2006;25,5;não;27,75;não;30;não;0;não;5;113;57;não;77;não;2,6;;;19,4;21,7;1003,1;1007,1;1,1;41,74
29/10/2006;25,4;não;27,85;não;30,3;não;0;não;4;112;59;não;75;não;2,75;;;19,7;22,1;1004;1007,4;1,2;42,84
28/10/2006;24,9;não;27,65;não;30,4;não;0;não;3;111;59;não;74;não;2,88;;;18,9;21,9;1003,9;1008,1;1,29;44,04
27/10/2006;25,1;não;27,35;não;29,6;não;0;não;2;110;54;não;74;não;2,47;;;18,9;21,1;1004,4;1008,5;1,13;45,33
26/10/2006;25,2;não;27,65;não;30,1;não;0;não;1;109;58;não;78;não;2,68;;;19,3;21,8;1005,6;1010,4;1,26;46,46
25/10/2006;23,8;não;27;não;30,2;não;1;não;0;108;58;não;82;não;2,96;;;19,8;22;1007,4;1010,4;1,95;47,72
24/10/2006;26,1;não;28,15;não;30,2;não;0;não;12;107;57;não;73;não;2,59;;;19,8;21,5;1007,3;1010,6;1,27;48,67
23/10/2006;25,3;não;27,5;não;29,7;não;0;não;11;106;55;não;78;não;2,48;;;19,4;21,9;1006,5;1010,1;1,26;49,94
22/10/2006;24,8;não;27,3;não;29,8;não;0,2;não;10;105;60;não;86;não;2,6;;;19,9;22,4;1006;1009,3;1,44;51,2
21/10/2006;24,8;não;27,35;não;29,9;não;0;não;9;104;59;não;78;não;2,65;;;20,2;22,3;1005,1;1009;1,41;52,44
20/10/2006;25,2;não;27,5;não;29,8;não;0;não;8;103;57;não;77;não;2,54;;;20;22;1004,8;1008,9;1,38;53,85
19/10/2006;25,4;não;27,7;não;30;não;0;não;7;102;59;não;77;não;2,6;;;20,2;22;1004,6;1008,3;1,46;55,23
18/10/2006;25,5;não;27,75;não;30;não;0;não;6;101;62;não;79;não;2,58;;;21;22,7;1004,3;1007,6;1,48;56,69
17/10/2006;25,4;não;27,8;não;30,2;não;0;não;5;100;57;não;78;não;2,69;;;19,9;22,4;1004,5;1007,9;1,59;58,17
16/10/2006;25,7;não;27,85;não;30;não;0;não;4;99;62;não;80;não;2,55;;;21;22,6;1004,4;1007,7;1,54;59,76
15/10/2006;25,5;não;27,65;não;29,8;não;0;não;3;98;64;não;81;não;2,49;;;21,2;23;1004,5;1007,5;1,54;61,3
14/10/2006;25,5;não;27,55;não;29,6;não;0;não;2;97;65;não;80;não;2,4;;;20,8;22,9;1003,9;1007,5;1,53;62,84
13/10/2006;25,1;não;27,3;não;29,5;não;0;não;1;96;60;não;76;não;2,41;;;19,7;21,9;1004,8;1008,3;1,57;64,37
12/10/2006;24,5;não;27,1;não;29,7;não;1;não;0;95;59;não;86;não;2,59;;;19,8;22,3;1005,5;1009;2,06;65,94
11/10/2006;23,4;não;26,5;não;29,6;não;8;não;0;94;63;não;90;não;2,71;;;19,4;23,2;1006;1010,2;2,71;67
10/10/2006;25;não;27,75;não;30,5;não;0,4;não;13;93;50;não;84;não;2,88;;;18,6;22,3;1007,5;1010,5;1,95;61,71
09/10/2006;25,2;não;27,7;não;30,2;não;0,4;não;12;92;60;não;81;não;2,71;;;19,8;23;1007,1;1010,3;1,88;63,26
08/10/2006;25,4;não;27,8;não;30,2;não;0;não;11;91;56;não;76;não;2,68;;;19,2;21,6;1006,1;1009,4;1,76;64,74
07/10/2006;25,2;não;27,7;não;30,2;não;0;não;10;90;57;não;78;não;2,71;;;19,7;21,7;1006,4;1010;1,82;66,5
06/10/2006;25,3;não;27,55;não;29,8;não;0;não;9;89;60;não;81;não;2,51;;;19,9;23,3;1006,5;1010,1;1,74;68,32
05/10/2006;25,3;não;27,45;não;29,6;não;0;não;8;88;59;não;76;não;2,42;;;19,2;22,9;1006,2;1009,6;1,72;70,06
04/10/2006;25;não;27,5;não;30;não;0;não;7;87;55;não;75;não;2,64;;;18,7;21,3;1004,8;1008,4;1,92;71,78
03/10/2006;25;não;27,4;não;29,8;não;0;não;6;86;54;não;74;não;2,55;;;18,9;21,2;1005,3;1008,7;1,9;73,7
02/10/2006;25,2;não;27,65;não;30,1;não;0;não;5;85;54;não;75;não;2,65;;;19,1;21,5;1005,7;1010,4;2,03;75,6
01/10/2006;23;sim;27;sim;31;sim;0;não;4;84;;não;;não;0,21;;;;;;;0,16;77,63
30/09/2006;22;sim;26,5;sim;31;sim;0;não;3;83;;não;;não;0,23;;;;;;;0,18;77,79
29/09/2006;21,9;não;25,65;não;29,4;não;0;não;2;82;54;não;82;não;2,84;;;18,2;20,9;1007,6;1010,9;2,25;77,97
28/09/2006;22,2;não;26,05;não;29,9;não;0;não;1;81;51;não;85;não;3,03;;;17,9;20,6;1007,1;1011,1;2,47;80,22
27/09/2006;25;não;27,45;não;29,9;não;1;não;0;80;58;não;86;não;2,59;;;19,7;22,7;1008;1011,9;2,32;82,69
26/09/2006;23,6;não;27;não;30,4;não;0;não;7;79;55;não;85;não;3,05;;;19,4;22,1;1007,2;1010,4;2,6;84,01
25/09/2006;24;sim;28;sim;32;sim;0;sim;6;78;;não;;não;0,21;;;;;;;0,19;86,61
24/09/2006;24;sim;27,5;sim;31;sim;0;sim;5;77;;não;;não;0,18;;;;;;;0,15;86,8
23/09/2006;23;sim;27;sim;31;sim;0;sim;4;76;;não;;não;0,21;;;;;;;0,19;86,95
22/09/2006;23;sim;26,5;sim;30;sim;0;sim;3;75;;não;;não;0,26;;;;;;;0,22;87,14
21/09/2006;24;sim;27,5;sim;31;sim;0;sim;2;74;;não;;não;0,23;;;;;;;0,2;87,36
20/09/2006;23;sim;27;sim;31;sim;0;sim;1;73;;não;;não;0,21;;;;;;;0,19;87,56
19/09/2006;23;sim;27,5;sim;32;sim;1,29;sim;0;72;;não;;não;0,21;;;;;;;0,21;87,75
18/09/2006;23;sim;26,5;sim;30;sim;0;sim;18;71;;não;;não;1,05;;;;;;;0,91;86,67
17/09/2006;25;sim;28;sim;31;sim;0;sim;17;70;;não;;não;0,23;;;;;;;0,2;87,58
16/09/2006;24;sim;27;sim;30;sim;0;sim;16;69;;não;;não;0,23;;;;;;;0,21;87,78
15/09/2006;24;sim;27;sim;30;sim;0;sim;15;68;;não;;não;0,2;;;;;;;0,17;87,99
14/09/2006;22;sim;25;sim;28;sim;0;sim;14;67;;não;;não;0,2;;;;;;;0,18;88,16
13/09/2006;23;sim;28;sim;33;sim;0;sim;13;66;;não;;não;0,2;;;;;;;0,17;88,34
12/09/2006;23;sim;27,5;sim;32;sim;0;sim;12;65;;não;;não;0,66;;;;;;;0,59;88,51
11/09/2006;24;sim;28;sim;32;sim;0;sim;11;64;;não;;não;0,25;;;;;;;0,22;89,1
10/09/2006;22;sim;26;sim;30;sim;0;sim;10;63;;não;;não;0,71;;;;;;;0,64;89,32
09/09/2006;22;sim;26,5;sim;31;sim;0;sim;9;62;;não;;não;0,65;;;;;;;0,59;89,96
08/09/2006;23;sim;27;sim;31;sim;0;sim;8;61;;não;;não;0,71;;;;;;;0,64;90,55
07/09/2006;23;sim;27;sim;31;sim;0;sim;7;60;;não;;não;0,2;;;;;;;0,18;91,19
06/09/2006;23;sim;27,5;sim;32;sim;0;sim;6;59;;não;;não;0,23;;;;;;;0,22;91,37
05/09/2006;27;sim;28,5;sim;30;sim;0;sim;5;58;;não;;não;0,25;;;;;;;0,22;91,59
04/09/2006;26;sim;28,5;sim;31;sim;0;sim;4;57;;não;;não;0,25;;;;;;;0,23;91,81
03/09/2006;24;sim;27;sim;30;sim;0;sim;3;56;;não;;não;0,65;;;;;;;0,6;92,04
02/09/2006;23;sim;27;sim;31;sim;0;sim;2;55;;não;;não;0,2;;;;;;;0,19;92,64
01/09/2006;23;sim;26,5;sim;30;sim;0;sim;1;54;;não;;não;0,65;;;;;;;0,61;92,83
31/08/2006;24;sim;26;sim;28;sim;1,02;sim;0;53;;não;;não;0,2;;;;;;;0,2;93,44
30/08/2006;23;sim;27;sim;31;sim;0;sim;3;52;;não;;não;0,2;;;;;;;0,18;92,62
29/08/2006;24;sim;27,5;sim;31;sim;0;sim;2;51;;não;;não;0,2;;;;;;;0,19;92,8
28/08/2006;22;sim;25,5;sim;29;sim;0;sim;1;50;;não;;não;0,2;;;;;;;0,18;92,99
27/08/2006;22;sim;26,5;sim;31;sim;2,49;sim;0;49;;não;;não;0,97;;;;;;;0,97;93,17
26/08/2006;22;sim;26;sim;30;sim;0;sim;15;48;;não;;não;0,28;;;;;;;0,26;91,65
25/08/2006;23;sim;27;sim;31;sim;0,42;sim;14;47;;não;;não;0,25;;;;;;;0,25;91,91
24/08/2006;24;sim;26;sim;28;sim;0;sim;13;46;;não;;não;0,2;;;;;;;0,18;91,74
23/08/2006;24;sim;26,5;sim;29;sim;0;sim;12;45;;não;;não;0,2;;;;;;;0,19;91,92
22/08/2006;24;sim;27;sim;30;sim;0;sim;11;44;;não;;não;0,2;;;;;;;0,18;92,11
21/08/2006;23;sim;26,5;sim;30;sim;0;sim;10;43;;não;;não;0,28;;;;;;;0,26;92,29
20/08/2006;22;sim;26,5;sim;31;sim;0;sim;9;42;;não;;não;0,23;;;;;;;0,22;92,55
19/08/2006;22;sim;26;sim;30;sim;0;sim;8;41;;não;;não;0,7;;;;;;;0,65;92,77
18/08/2006;22;sim;25,5;sim;29;sim;0;sim;7;40;;não;;não;0,89;;;;;;;0,83;93,42
17/08/2006;23;sim;25,5;sim;28;sim;0;sim;6;39;;não;;não;0,2;;;;;;;0,19;94,25
16/08/2006;24;sim;26;sim;28;sim;0;sim;5;38;;não;;não;0,18;;;;;;;0,17;94,44
15/08/2006;23;sim;27;sim;31;sim;0;sim;4;37;;não;;não;0,42;;;;;;;0,4;94,61
14/08/2006;23;sim;26,5;sim;30;sim;0;sim;3;36;;não;;não;0,76;;;;;;;0,72;95,01
13/08/2006;24;sim;27;sim;30;sim;0;sim;2;35;;não;;não;0,59;;;;;;;0,57;95,73
12/08/2006;22;sim;25,5;sim;29;sim;0;sim;1;34;;não;;não;0,59;;;;;;;0,57;96,3
11/08/2006;25;sim;26,5;sim;28;sim;1,14;sim;0;33;;não;;não;0,31;;;;;;;0,31;96,87
10/08/2006;25;sim;27;sim;29;sim;0;sim;2;32;;não;;não;0,28;;;;;;;0,27;96,04
09/08/2006;23;sim;24,5;sim;26;sim;0;sim;1;31;;não;;não;0,2;;;;;;;0,19;96,31
08/08/2006;21;sim;26;sim;31;sim;3,18;sim;0;30;;não;;não;0,82;;;;;;;0,82;96,5
07/08/2006;21;sim;25,5;sim;30;sim;0;sim;4;29;;não;;não;1,03;;;;;;;0,97;94,14
06/08/2006;22;sim;26;sim;30;sim;0;sim;3;28;;não;;não;0,7;;;;;;;0,67;95,11
05/08/2006;23;sim;25,5;sim;28;sim;0;sim;2;27;;não;;não;0,89;;;;;;;0,86;95,78
04/08/2006;23;sim;25,5;sim;28;sim;0;sim;1;26;;não;;não;0,59;;;;;;;0,57;96,64
03/08/2006;22;sim;26,5;sim;31;sim;1,23;sim;0;25;;não;;não;0,64;;;;;;;0,64;97,21
02/08/2006;22;sim;27,5;sim;33;sim;0;sim;10;24;;não;;não;0,2;;;;;;;0,19;96,62
01/08/2006;24;sim;27,5;sim;31;sim;0;sim;9;23;;não;;não;0,2;;;;;;;0,2;96,81
31/07/2006;23;sim;26,5;sim;30;sim;0;sim;8;22;;não;;não;0,22;;;;;;;0,21;97,01
30/07/2006;23;sim;27,5;sim;32;sim;0;sim;7;21;;não;;não;0,22;;;;;;;0,21;97,22
29/07/2006;21;sim;25;sim;29;sim;0;sim;6;20;;não;;não;0,22;;;;;;;0,22;97,43
28/07/2006;21;sim;26;sim;31;sim;0;sim;5;19;;não;;não;0,18;;;;;;;0,17;97,65
27/07/2006;22;sim;25;sim;28;sim;0;sim;4;18;;não;;não;0,7;;;;;;;0,69;97,82
26/07/2006;23;sim;26,5;sim;30;sim;0;sim;3;17;;não;;não;0,64;;;;;;;0,63;98,51
25/07/2006;22;sim;26;sim;30;sim;0;sim;2;16;;não;;não;0,2;;;;;;;0,2;99,14
24/07/2006;22;sim;25,5;sim;29;sim;0;sim;1;15;;não;;não;0,18;;;;;;;0,18;99,34
23/07/2006;22;sim;26,5;sim;31;sim;6,15;sim;0;14;;não;;não;0,59;;;;;;;0,59;99,52
22/07/2006;23;sim;27;sim;31;sim;0;sim;11;13;;não;;não;0,82;;;;;;;0,77;93,96
21/07/2006;23;sim;27,5;sim;32;sim;0;sim;10;12;;não;;não;0,95;;;;;;;0,91;94,73
20/07/2006;22;sim;24,5;sim;27;sim;0;sim;9;11;;não;;não;0,2;;;;;;;0,19;95,64
19/07/2006;23;sim;26,5;sim;30;sim;0;sim;8;10;;não;;não;0,59;;;;;;;0,57;95,83
18/07/2006;23;sim;26;sim;29;sim;0;sim;7;9;;não;;não;0,95;;;;;;;0,92;96,4
17/07/2006;24;sim;26,5;sim;29;sim;0;sim;6;8;;não;;não;0,25;;;;;;;0,24;97,32
16/07/2006;24;sim;27,5;sim;31;sim;0;sim;5;7;;não;;não;0,03;;;;;;;0,03;97,56
15/07/2006;23;sim;27;sim;31;sim;0;sim;4;6;;não;;não;0,69;;;;;;;0,68;97,59
14/07/2006;22;sim;26;sim;30;sim;0,69;sim;3;5;;não;;não;0,81;;;;;;;0,8;98,27
13/07/2006;24;sim;27;sim;30;sim;0;sim;2;4;;não;;não;0,75;;;;;;;0,74;98,38
12/07/2006;23;sim;25;sim;27;sim;0;sim;1;3;;não;;não;0,88;;;;;;;0,88;99,12
11/07/2006;22;sim;26;sim;30;sim;2,79;sim;0;2;;não;;não;0,59;;;;;;;0,59;100
10/07/2006;22;sim;26;sim;30;sim;0;sim;1;1;;não;;não;0,64;;;;;;;0,64;99,36
09/07/2006;24;sim;27;sim;30;sim;20,13;sim;0;0;;não;;não;0,59;;;;;;;0,59;100
08/07/2006;23;sim;26,5;sim;30;sim;0;sim;10;16;;não;;não;0,69;;;;;;;0,65;94,27
07/07/2006;23;sim;26;sim;29;sim;0;sim;9;15;;não;;não;0,81;;;;;;;0,78;94,92
06/07/2006;23;sim;25,5;sim;28;sim;0;sim;8;14;;não;;não;0,59;;;;;;;0,56;95,7
05/07/2006;23;sim;26,5;sim;30;sim;0;sim;7;13;;não;;não;0,69;;;;;;;0,67;96,26
04/07/2006;23;sim;26,5;sim;30;sim;0;sim;6;12;;não;;não;0,88;;;;;;;0,85;96,93
03/07/2006;23;sim;26,5;sim;30;sim;0;sim;5;11;;não;;não;0,18;;;;;;;0,18;97,78
02/07/2006;23;sim;26,5;sim;30;sim;0;sim;4;10;;não;;não;0,69;;;;;;;0,68;97,96
01/07/2006;23;sim;26,5;sim;30;sim;0;sim;3;9;;não;;não;0,81;;;;;;;0,8;98,64
30/06/2006;24;sim;26;sim;28;sim;0,84;sim;2;8;;não;;não;0,81;;;;;;;0,81;99,44
29/06/2006;23;sim;27;sim;31;sim;0;sim;1;7;;não;;não;0,59;;;;;;;0,59;99,41
28/06/2006;24;sim;27,5;sim;31;sim;7,29;sim;0;6;;não;;não;0,59;;;;;;;0,59;100
27/06/2006;24;sim;27,5;sim;31;sim;0;sim;2;5;;não;;não;0,59;;;;;;;0,59;99,41
26/06/2006;25;sim;26,5;sim;28;sim;0,99;sim;1;4;;não;;não;0,25;;;;;;;0,25;100
25/06/2006;25;sim;26,5;sim;28;sim;9,27;sim;0;3;;não;;não;0,59;;;;;;;0,59;100
24/06/2006;23;sim;27;sim;31;sim;0;sim;1;2;;não;;não;0,64;;;;;;;0,64;99,36
23/06/2006;24;sim;26,5;sim;29;sim;1,26;sim;0;1;;não;;não;0,75;;;;;;;0,75;100
22/06/2006;23;sim;26;sim;29;sim;14,34;sim;0;0;;não;;não;0,75;;;;;;;0,75;100
21/06/2006;25;sim;26,5;sim;28;sim;0;sim;1;6;;não;;não;0,59;;;;;;;0,59;99,41
20/06/2006;24;sim;26;sim;28;sim;3,15;sim;0;5;;não;;não;0,22;;;;;;;0,22;100
19/06/2006;24;sim;27;sim;30;sim;0;sim;4;4;;não;;não;0,69;;;;;;;0,68;97,96
18/06/2006;24;sim;27;sim;30;sim;0;sim;3;3;;não;;não;0,22;;;;;;;0,22;98,64
17/06/2006;24;sim;26;sim;28;sim;0;sim;2;2;;não;;não;0,2;;;;;;;0,19;98,86
16/06/2006;24;sim;26,5;sim;29;sim;0;sim;1;1;;não;;não;0,95;;;;;;;0,95;99,05
15/06/2006;23;sim;25,5;sim;28;sim;15,45;sim;0;0;;não;;não;0,69;;;;;;;0,69;100
14/06/2006;24;sim;25,5;sim;27;sim;35,25;sim;0;0;;não;;não;0,59;;;;;;;0,59;100
13/06/2006;24;sim;27,5;sim;31;sim;0,51;sim;1;1;;não;;não;0,18;;;;;;;0,18;100
12/06/2006;24;sim;27;sim;30;sim;13,56;sim;0;0;;não;;não;;;;;;;;0;100
11/06/2006;24;sim;27,5;sim;31;sim;15,12;sim;0;0;;não;;não;0,22;;;;;;;0,22;100
10/06/2006;24;sim;27,5;sim;31;sim;5,67;sim;0;16;;não;;não;0,64;;;;;;;0,64;100
09/06/2006;24;sim;28;sim;32;sim;0,63;sim;1;15;;não;;não;0,88;;;;;;;0,88;97,97
08/06/2006;23;sim;27;sim;31;sim;4,26;sim;0;14;;não;;não;0,59;;;;;;;0,59;98,22
07/06/2006;23;sim;27,5;sim;32;sim;0;sim;6;13;;não;;não;0,22;;;;;;;0,21;94,55
06/06/2006;24;sim;26,5;sim;29;sim;0;sim;5;12;;não;;não;0,88;;;;;;;0,84;94,76
05/06/2006;25;sim;26,5;sim;28;sim;0;sim;4;11;;não;;não;0,64;;;;;;;0,61;95,6
04/06/2006;23;sim;26,5;sim;30;sim;0;sim;3;10;;não;;não;0,64;;;;;;;0,62;96,21
03/06/2006;25;sim;27;sim;29;sim;0;sim;2;9;;não;;não;0,88;;;;;;;0,86;96,83
02/06/2006;24;sim;26,5;sim;29;sim;0;sim;1;8;;não;;não;0,25;;;;;;;0,24;97,69
01/06/2006;25;sim;28;sim;31;sim;1,2;sim;0;7;;não;;não;0,81;;;;;;;0,81;97,93
31/05/2006;25;sim;28;sim;31;sim;0;sim;6;6;;não;;não;0,59;;;;;;;0,58;97,54
30/05/2006;25;sim;28,5;sim;32;sim;0,3;sim;5;5;;não;;não;0,59;;;;;;;0,58;98,12
29/05/2006;24;sim;27;sim;30;sim;0;sim;4;4;;não;;não;0,64;;;;;;;0,63;98,4
28/05/2006;24;sim;28,5;sim;33;sim;0;sim;3;3;;não;;não;0,75;;;;;;;0,75;99,03
27/05/2006;24;sim;27,5;sim;31;sim;0;sim;2;2;;não;;não;0,22;;;;;;;0,22;99,78
26/05/2006;24;sim;27,5;sim;31;sim;0,78;sim;1;1;;não;;não;0,18;;;;;;;0,18;100
25/05/2006;24;sim;27;sim;30;sim;11,88;sim;0;0;;não;;não;0,64;;;;;;;0,64;100
24/05/2006;24;sim;27,5;sim;31;sim;10,53;sim;0;0;;não;;não;0,59;;;;;;;0,59;100
23/05/2006;25;sim;27;sim;29;sim;0;sim;1;16;;não;;não;0,64;;;;;;;0,64;99,36
22/05/2006;24;sim;28,5;sim;33;sim;3,69;sim;0;15;;não;;não;0,59;;;;;;;0,59;100
21/05/2006;24;sim;27,5;sim;31;sim;0;sim;3;14;;não;;não;0,95;;;;;;;0,94;97,84
20/05/2006;24;sim;27;sim;30;sim;0;sim;2;13;;não;;não;0,64;;;;;;;0,63;98,78
19/05/2006;24;sim;27;sim;30;sim;0;sim;1;12;;não;;não;0,59;;;;;;;0,59;99,41
18/05/2006;25;sim;28,5;sim;32;sim;5,76;sim;0;11;;não;;não;0,59;;;;;;;0,59;100
17/05/2006;24;sim;28;sim;32;sim;8,73;sim;0;10;;não;;não;0,59;;;;;;;0,59;100
